,000300.SH,000905.SH
2019-09-04,3886.0012,5093.2662
2019-09-05,3925.323,5138.4051
2019-09-06,3948.5075,5154.6378
2019-09-09,3972.9484,5263.4594
2019-09-10,3959.265,5245.305
2019-09-11,3930.0999,5217.2913
2019-09-12,3972.3799,5242.6115
2019-09-16,3957.7154,5250.3398
2019-09-17,3891.2208,5140.4502
2019-09-18,3910.0837,5141.0381
2019-09-19,3924.3823,5191.6687
2019-09-20,3935.6511,5204.4848
2019-09-23,3890.6616,5171.484
2019-09-24,3901.0758,5180.7418
2019-09-25,3870.9837,5087.0091
2019-09-26,3841.1388,4970.2403
2019-09-27,3852.6534,5005.6299
2019-09-30,3814.5282,4940.903
2019-10-08,3837.6791,4941.7607
2019-10-09,3843.2392,4982.9535
2019-10-10,3874.6391,5046.3594
2019-10-11,3911.7253,5055.5165
2019-10-14,3953.2411,5131.1312
2019-10-15,3936.2498,5061.0029
2019-10-16,3922.6854,5038.356
2019-10-17,3925.2216,5029.854
2019-10-18,3869.3777,4961.8072
2019-10-21,3880.8398,4951.0354
2019-10-22,3895.8809,5005.5525
2019-10-23,3871.0848,4967.1949
2019-10-24,3870.6678,4958.2465
2019-10-25,3896.7923,4994.5684
2019-10-28,3926.585,5084.4677
2019-10-29,3910.226,5007.7126
2019-10-30,3891.2255,4947.8954
2019-10-31,3886.7519,4917.4174
2019-11-01,3952.3872,4962.3495
2019-11-04,3978.1216,4987.8364
2019-11-05,4002.8128,5025.3029
2019-11-06,3984.8816,4974.7343
2019-11-07,3991.8749,5007.0666
2019-11-08,3973.0107,4988.2938
2019-11-11,3902.9783,4876.1594
2019-11-12,3903.6888,4881.6144
2019-11-13,3899.9815,4875.543
2019-11-14,3905.857,4912.1075
2019-11-15,3877.0892,4868.4367
2019-11-18,3907.9291,4892.4609
2019-11-19,3947.0392,4975.1128
2019-11-20,3907.8641,4946.2757
2019-11-21,3889.598,4945.7188
2019-11-22,3849.9948,4904.0828
2019-11-25,3878.2061,4901.5021
2019-11-26,3891.6533,4882.1624
2019-11-27,3875.6186,4904.2568
2019-11-28,3862.3029,4889.2595
2019-11-29,3828.6706,4894.9416
2019-12-02,3836.0589,4905.4209
2019-12-03,3851.0873,4926.4548
2019-12-04,3849.819,4920.6682
2019-12-05,3879.3638,4967.6021
2019-12-06,3902.3853,5010.5104
2019-12-09,3895.4468,5024.604
2019-12-10,3900.3843,5049.0514
2019-12-11,3902.7492,5027.2784
2019-12-12,3891.0242,5012.0011
2019-12-13,3968.2211,5073.6858
2019-12-16,3987.5464,5166.0391
2019-12-17,4041.7996,5236.0624
2019-12-18,4032.7826,5235.1248
2019-12-19,4027.1495,5241.7376
2019-12-20,4017.2527,5184.6752
2019-12-23,3967.0962,5084.3505
2019-12-24,3992.9581,5162.0702
2019-12-25,3990.8671,5183.0986
2019-12-26,4025.9879,5219.1404
2019-12-27,4022.0278,5179.1929
2019-12-30,4081.6334,5241.9383
2019-12-31,4096.5821,5267.6622
2020-01-02,4152.2408,5366.1375
2020-01-03,4144.9649,5380.6372
2020-01-06,4129.2954,5434.8503
2020-01-07,4160.2274,5499.8395
2020-01-08,4112.3172,5423.7966
2020-01-09,4164.3697,5497.5429
2020-01-10,4163.1849,5480.2279
2020-01-13,4203.9883,5559.6272
2020-01-14,4189.8862,5542.3316
2020-01-15,4166.7344,5530.0266
2020-01-16,4149.0434,5527.6676
2020-01-17,4154.853,5510.0453
2020-01-20,4185.8304,5587.5359
2020-01-21,4114.3085,5523.9419
2020-01-22,4131.9311,5575.5126
2020-01-23,4003.9013,5377.7411
2020-02-03,3688.3578,4910.9011
2020-02-04,3785.6376,4996.4743
2020-02-05,3828.5272,5123.9619
2020-02-06,3899.7751,5282.8922
2020-02-07,3899.8693,5327.0369
2020-02-10,3916.0052,5388.4349
2020-02-11,3952.4643,5361.2768
2020-02-12,3984.4325,5459.9461
2020-02-13,3959.9188,5412.8418
2020-02-14,3987.7342,5420.8025
2020-02-17,4077.4241,5594.4366
2020-02-18,4057.5108,5660.8142
2020-02-19,4051.3107,5603.2626
2020-02-20,4144.6561,5706.7127
2020-02-21,4149.4903,5784.0321
2020-02-24,4132.8388,5865.4665
2020-02-25,4123.8543,5897.7219
2020-02-26,4073.0152,5743.3929
2020-02-27,4084.8759,5753.7277
2020-02-28,3940.0488,5451.2897
2020-03-02,4069.6662,5656.4193
2020-03-03,4091.3615,5710.0235
2020-03-04,4115.0524,5716.5112
2020-03-05,4206.7251,5801.1199
2020-03-06,4138.5072,5763.8602
2020-03-09,3997.1325,5525.8167
2020-03-10,4082.7315,5675.1113
2020-03-11,4028.4289,5589.5311
2020-03-12,3950.9111,5493.8838
2020-03-13,3895.3128,5457.2006
2020-03-16,3727.8398,5200.1142
2020-03-17,3709.6822,5212.0619
2020-03-18,3636.2565,5119.4716
2020-03-19,3589.0926,5157.8235
2020-03-20,3653.2239,5219.2809
2020-03-23,3530.3058,4998.9095
2020-03-24,3625.1146,5096.0408
2020-03-25,3722.5181,5217.4237
2020-03-26,3698.0472,5166.1091
2020-03-27,3710.0605,5137.3371
2020-03-30,3674.1108,5027.4856
2020-03-31,3686.1551,5041.4534
2020-04-01,3675.0758,5019.2187
2020-04-02,3734.5306,5147.2019
2020-04-03,3713.2183,5107.0393
2020-04-07,3798.0214,5267.073
2020-04-08,3780.3445,5271.7961
2020-04-09,3792.8105,5322.4614
2020-04-10,3769.1782,5208.5102
2020-04-13,3753.2566,5169.1757
2020-04-14,3825.6991,5288.593
2020-04-15,3797.3623,5268.7497
2020-04-16,3802.3806,5316.9707
2020-04-17,3839.4871,5318.4547
2020-04-20,3853.4551,5381.7857
2020-04-21,3808.0474,5343.8806
2020-04-22,3839.3834,5387.6233
2020-04-23,3829.7525,5357.7904
2020-04-24,3796.9721,5273.5474
2020-04-27,3822.769,5265.7248
2020-04-28,3849.1465,5227.846
2020-04-29,3867.032,5226.8116
2020-04-30,3912.5772,5353.8595
2020-05-06,3936.2539,5451.3159
2020-05-07,3924.8946,5445.7519
2020-05-08,3963.6217,5507.6965
2020-05-11,3960.1803,5496.192
2020-05-12,3960.2378,5512.464
2020-05-13,3968.2529,5536.2802
2020-05-14,3925.2177,5487.107
2020-05-15,3912.8159,5507.9336
2020-05-18,3922.9117,5478.8218
2020-05-19,3956.2495,5547.8759
2020-05-20,3935.222,5489.7024
2020-05-21,3913.7949,5426.1745
2020-05-22,3824.064,5328.2268
2020-05-25,3829.3245,5316.6036
2020-05-26,3872.7701,5420.2126
2020-05-27,3845.6135,5369.4992
2020-05-28,3856.6324,5361.167
2020-05-29,3867.0232,5406.3403
2020-06-01,3971.3402,5569.48
2020-06-02,3983.5677,5566.4438
2020-06-03,3983.6477,5572.3125
2020-06-04,3982.1851,5576.7535
2020-06-05,4001.2509,5585.4231
2020-06-08,4021.9549,5575.3036
2020-06-09,4047.0293,5610.3774
2020-06-10,4039.7051,5615.2417
2020-06-11,3995.8846,5589.1019
2020-06-12,4003.0829,5591.4871
2020-06-15,3954.9883,5590.6435
2020-06-16,4014.5702,5695.3007
2020-06-17,4017.5941,5735.4183
2020-06-18,4044.3842,5734.403
2020-06-19,4098.7095,5787.1482
2020-06-22,4102.0459,5784.0269
2020-06-23,4121.7944,5804.343
2020-06-24,4138.9895,5789.0893
2020-06-29,4109.7164,5762.4378
2020-06-30,4163.9637,5864.4164
2020-07-01,4247.7835,5881.8875
2020-07-02,4335.8445,5975.2794
2020-07-03,4419.5955,6051.5099
2020-07-06,4670.0949,6299.8551
2020-07-07,4698.1264,6380.0276
2020-07-08,4774.0042,6535.4151
2020-07-09,4840.7712,6693.7452
2020-07-10,4753.1333,6676.4373
2020-07-13,4852.9612,6899.5175
2020-07-14,4806.6902,6807.727
2020-07-15,4744.4687,6638.8384
2020-07-16,4516.2532,6319.9981
2020-07-17,4544.7007,6344.5912
2020-07-20,4680.3046,6526.8325
2020-07-21,4691.0425,6563.3239
2020-07-22,4714.4454,6620.6893
2020-07-23,4712.4357,6620.0859
2020-07-24,4505.5906,6283.9831
2020-07-27,4528.45,6298.7351
2020-07-28,4568.2576,6359.6637
2020-07-29,4679.008,6530.2712
2020-07-30,4656.1506,6511.436
2020-07-31,4695.0462,6579.6696
2020-08-03,4771.3108,6739.8085
2020-08-04,4775.8024,6697.7071
2020-08-05,4777.1089,6772.8422
2020-08-06,4762.7642,6770.3016
2020-08-07,4707.9262,6688.8822
2020-08-10,4724.8697,6725.2956
2020-08-11,4681.7837,6600.8472
2020-08-12,4647.6446,6528.3999
2020-08-13,4635.7126,6552.6567
2020-08-14,4704.6288,6623.5633
2020-08-17,4815.2261,6744.5468
2020-08-18,4812.7564,6789.3979
2020-08-19,4740.6784,6666.274
2020-08-20,4679.1544,6593.785
2020-08-21,4718.8431,6643.9444
2020-08-24,4755.8491,6688.9647
2020-08-25,4761.9507,6652.5478
2020-08-26,4706.1302,6525.8786
2020-08-27,4731.3451,6578.7912
2020-08-28,4844.2652,6691.2096
2020-08-31,4816.2153,6668.4331
2020-09-01,4842.1223,6710.4599
2020-09-02,4843.887,6717.5579
2020-09-03,4817.0952,6662.2515
2020-09-04,4770.219,6618.5762
2020-09-07,4669.3677,6478.8124
2020-09-08,4694.3894,6525.098
2020-09-09,4584.5887,6349.2234
2020-09-10,4581.9775,6235.5687
2020-09-11,4627.2826,6311.967
2020-09-14,4651.0507,6351.2422
2020-09-15,4688.4826,6387.8805
2020-09-16,4657.3584,6353.836
2020-09-17,4632.7142,6367.0206
2020-09-18,4737.0887,6469.4692
2020-09-21,4691.4281,6445.9649
2020-09-22,4635.7608,6358.652
2020-09-23,4652.3273,6392.0329
2020-09-24,4563.0657,6244.6389
2020-09-25,4570.0216,6236.8904
2020-09-28,4581.9085,6178.4693
2020-09-29,4591.7993,6228.7708
2020-09-30,4587.3953,6192.5045
2020-10-09,4681.1412,6357.9711
2020-10-12,4823.1578,6541.176
2020-10-13,4839.201,6551.3987
2020-10-14,4807.1021,6508.3743
2020-10-15,4798.7361,6460.0408
2020-10-16,4791.676,6428.6822
2020-10-19,4755.4879,6358.3213
2020-10-20,4793.4672,6423.1128
2020-10-21,4792.8284,6350.0127
2020-10-22,4777.9845,6317.1438
2020-10-23,4718.4881,6213.2626
2020-10-26,4691.2359,6214.3779
2020-10-27,4699.2792,6221.3414
2020-10-28,4737.2718,6245.9986
2020-10-29,4772.9198,6255.1933
2020-10-30,4695.3338,6111.4803
2020-11-02,4720.8313,6143.1157
2020-11-03,4777.5608,6241.7676
2020-11-04,4813.6564,6234.158
2020-11-05,4885.1118,6351.9789
2020-11-06,4885.7178,6301.2477
2020-11-09,4981.3497,6421.6506
2020-11-10,4953.8756,6373.0853
2020-11-11,4904.8981,6294.6055
2020-11-12,4908.463,6315.4938
2020-11-13,4856.8513,6306.97
2020-11-16,4904.1716,6387.371
2020-11-17,4894.786,6336.9406
2020-11-18,4891.6716,6341.0136
2020-11-19,4927.9891,6360.5998
2020-11-20,4943.2882,6422.9854
2020-11-23,5005.0273,6472.9301
2020-11-24,4974.2855,6475.1881
2020-11-25,4910.7,6350.3667
2020-11-26,4919.5912,6334.3042
2020-11-27,4980.765,6351.6119
2020-11-30,4960.2519,6320.9441
2020-12-01,5067.0983,6426.6155
2020-12-02,5067.1447,6434.9791
2020-12-03,5057.0603,6440.8808
2020-12-04,5065.9163,6464.7345
2020-12-07,5022.2351,6424.6823
2020-12-08,5009.8786,6423.6513
2020-12-09,4942.6986,6307.2207
2020-12-10,4940.5249,6320.0956
2020-12-11,4889.6292,6209.427
2020-12-14,4934.8352,6259.0175
2020-12-15,4945.1,6265.5819
2020-12-16,4953.867,6235.4352
2020-12-17,5017.4784,6308.9013
2020-12-18,4999.9678,6291.918
2020-12-21,5046.8396,6398.5987
2020-12-22,4964.7727,6250.0606
2020-12-23,5007.1235,6307.604
2020-12-24,5000.0154,6205.2247
2020-12-25,5042.0137,6278.4981
2020-12-28,5064.4147,6244.4818
2020-12-29,5042.9361,6199.8523
2020-12-30,5113.7105,6269.2484
2020-12-31,5211.2885,6367.1149
